claim_id,ground_truth,config,score_l1,score_l2,score_l3,score_l4,score_l5,final_score
altnews_010,False,Full_System,75.0,100.0,100.0,50.0,100.0,86.25
altnews_010,False,No_L1,75.0,100.0,100.0,50.0,100.0,92.31
altnews_010,False,No_L2,75.0,100.0,100.0,50.0,100.0,82.81
altnews_010,False,No_L3,75.0,100.0,100.0,50.0,100.0,81.67
altnews_010,False,No_L4,75.0,100.0,100.0,50.0,100.0,90.28
altnews_010,False,No_L5,75.0,100.0,100.0,50.0,100.0,84.72
boomlive_001,Misleading,Full_System,75.0,100.0,100.0,30.0,100.0,84.25
boomlive_001,Misleading,No_L1,75.0,100.0,100.0,30.0,100.0,89.23
boomlive_001,Misleading,No_L2,75.0,100.0,100.0,30.0,100.0,80.31
boomlive_001,Misleading,No_L3,75.0,100.0,100.0,30.0,100.0,79.0
boomlive_001,Misleading,No_L4,75.0,100.0,100.0,30.0,100.0,90.28
boomlive_001,Misleading,No_L5,75.0,100.0,100.0,30.0,100.0,82.5
boomlive_002,False,Full_System,75.0,100.0,100.0,50.0,100.0,86.25
boomlive_002,False,No_L1,75.0,100.0,100.0,50.0,100.0,92.31
boomlive_002,False,No_L2,75.0,100.0,100.0,50.0,100.0,82.81
boomlive_002,False,No_L3,75.0,100.0,100.0,50.0,100.0,81.67
boomlive_002,False,No_L4,75.0,100.0,100.0,50.0,100.0,90.28
boomlive_002,False,No_L5,75.0,100.0,100.0,50.0,100.0,84.72
boomlive_003,Misleading,Full_System,20.0,100.0,0.0,50.0,0.0,32.0
boomlive_003,Misleading,No_L1,20.0,100.0,0.0,50.0,0.0,38.46
boomlive_003,Misleading,No_L2,20.0,100.0,0.0,50.0,0.0,15.0
boomlive_003,Misleading,No_L3,20.0,100.0,0.0,50.0,0.0,42.67
boomlive_003,Misleading,No_L4,20.0,100.0,0.0,50.0,0.0,30.0
boomlive_003,Misleading,No_L5,20.0,100.0,0.0,50.0,0.0,35.56
boomlive_004,Misleading,Full_System,26.88,100.0,12.5,50.0,40.0,41.53
boomlive_004,Misleading,No_L1,26.88,100.0,12.5,50.0,40.0,49.42
boomlive_004,Misleading,No_L2,26.88,100.0,12.5,50.0,40.0,26.91
boomlive_004,Misleading,No_L3,26.88,100.0,12.5,50.0,40.0,51.21
boomlive_004,Misleading,No_L4,26.88,100.0,12.5,50.0,40.0,40.59
boomlive_004,Misleading,No_L5,26.88,100.0,12.5,50.0,40.0,41.7
boomlive_005,False,Full_System,75.0,100.0,100.0,50.0,100.0,86.25
boomlive_005,False,No_L1,75.0,100.0,100.0,50.0,100.0,92.31
boomlive_005,False,No_L2,75.0,100.0,100.0,50.0,100.0,82.81
boomlive_005,False,No_L3,75.0,100.0,100.0,50.0,100.0,81.67
boomlive_005,False,No_L4,75.0,100.0,100.0,50.0,100.0,90.28
boomlive_005,False,No_L5,75.0,100.0,100.0,50.0,100.0,84.72
boomlive_006,Unverifiable,Full_System,68.12,100.0,87.5,50.0,100.0,80.72
boomlive_006,Unverifiable,No_L1,68.12,100.0,87.5,50.0,100.0,87.5
boomlive_006,Unverifiable,No_L2,68.12,100.0,87.5,50.0,100.0,75.9
boomlive_006,Unverifiable,No_L3,68.12,100.0,87.5,50.0,100.0,78.46
boomlive_006,Unverifiable,No_L4,68.12,100.0,87.5,50.0,100.0,84.13
boomlive_006,Unverifiable,No_L5,68.12,100.0,87.5,50.0,100.0,78.58
boomlive_007,Misleading,Full_System,75.0,100.0,100.0,50.0,100.0,86.25
boomlive_007,Misleading,No_L1,75.0,100.0,100.0,50.0,100.0,92.31
boomlive_007,Misleading,No_L2,75.0,100.0,100.0,50.0,100.0,82.81
boomlive_007,Misleading,No_L3,75.0,100.0,100.0,50.0,100.0,81.67
boomlive_007,Misleading,No_L4,75.0,100.0,100.0,50.0,100.0,90.28
boomlive_007,Misleading,No_L5,75.0,100.0,100.0,50.0,100.0,84.72
boomlive_008,False,Full_System,68.12,100.0,87.5,50.0,100.0,80.72
boomlive_008,False,No_L1,68.12,100.0,87.5,50.0,100.0,87.5
boomlive_008,False,No_L2,68.12,100.0,87.5,50.0,100.0,75.9
boomlive_008,False,No_L3,68.12,100.0,87.5,50.0,100.0,78.46
boomlive_008,False,No_L4,68.12,100.0,87.5,50.0,100.0,84.13
boomlive_008,False,No_L5,68.12,100.0,87.5,50.0,100.0,78.58
boomlive_009,False,Full_System,20.0,100.0,0.0,50.0,0.0,32.0
boomlive_009,False,No_L1,20.0,100.0,0.0,50.0,0.0,38.46
boomlive_009,False,No_L2,20.0,100.0,0.0,50.0,0.0,15.0
boomlive_009,False,No_L3,20.0,100.0,0.0,50.0,0.0,42.67
boomlive_009,False,No_L4,20.0,100.0,0.0,50.0,0.0,30.0
boomlive_009,False,No_L5,20.0,100.0,0.0,50.0,0.0,35.56
boomlive_010,False,Full_System,20.0,25.0,0.0,50.0,0.0,17.0
boomlive_010,False,No_L1,20.0,25.0,0.0,50.0,0.0,15.38
boomlive_010,False,No_L2,20.0,25.0,0.0,50.0,0.0,15.0
boomlive_010,False,No_L3,20.0,25.0,0.0,50.0,0.0,22.67
boomlive_010,False,No_L4,20.0,25.0,0.0,50.0,0.0,13.33
boomlive_010,False,No_L5,20.0,25.0,0.0,50.0,0.0,18.89
boomlive_011,False,Full_System,20.0,100.0,0.0,65.0,0.0,33.5
boomlive_011,False,No_L1,20.0,100.0,0.0,65.0,0.0,40.77
boomlive_011,False,No_L2,20.0,100.0,0.0,65.0,0.0,16.88
boomlive_011,False,No_L3,20.0,100.0,0.0,65.0,0.0,44.67
boomlive_011,False,No_L4,20.0,100.0,0.0,65.0,0.0,30.0
boomlive_011,False,No_L5,20.0,100.0,0.0,65.0,0.0,37.22
boomlive_012,False,Full_System,68.12,100.0,87.5,50.0,100.0,80.72
boomlive_012,False,No_L1,68.12,100.0,87.5,50.0,100.0,87.5
boomlive_012,False,No_L2,68.12,100.0,87.5,50.0,100.0,75.9
boomlive_012,False,No_L3,68.12,100.0,87.5,50.0,100.0,78.46
boomlive_012,False,No_L4,68.12,100.0,87.5,50.0,100.0,84.13
boomlive_012,False,No_L5,68.12,100.0,87.5,50.0,100.0,78.58
boomlive_013,Misleading,Full_System,54.38,100.0,62.5,50.0,100.0,69.66
boomlive_013,Misleading,No_L1,54.38,100.0,62.5,50.0,100.0,77.88
boomlive_013,Misleading,No_L2,54.38,100.0,62.5,50.0,100.0,62.07
boomlive_013,Misleading,No_L3,54.38,100.0,62.5,50.0,100.0,72.04
boomlive_013,Misleading,No_L4,54.38,100.0,62.5,50.0,100.0,71.84
boomlive_013,Misleading,No_L5,54.38,100.0,62.5,50.0,100.0,66.28
boomlive_014,True,Full_System,82.5,100.0,100.0,50.0,100.0,88.88
boomlive_014,True,No_L1,82.5,100.0,100.0,50.0,100.0,92.31
boomlive_014,True,No_L2,82.5,100.0,100.0,50.0,100.0,86.09
boomlive_014,True,No_L3,82.5,100.0,100.0,50.0,100.0,85.17
boomlive_014,True,No_L4,82.5,100.0,100.0,50.0,100.0,93.19
boomlive_014,True,No_L5,82.5,100.0,100.0,50.0,100.0,87.64
boomlive_015,True,Full_System,76.88,100.0,100.0,50.0,100.0,86.91
boomlive_015,True,No_L1,76.88,100.0,100.0,50.0,100.0,92.31
boomlive_015,True,No_L2,76.88,100.0,100.0,50.0,100.0,83.63
boomlive_015,True,No_L3,76.88,100.0,100.0,50.0,100.0,82.54
boomlive_015,True,No_L4,76.88,100.0,100.0,50.0,100.0,91.01
boomlive_015,True,No_L5,76.88,100.0,100.0,50.0,100.0,85.45
boomlive_016,False,Full_System,20.0,100.0,0.0,50.0,0.0,32.0
boomlive_016,False,No_L1,20.0,100.0,0.0,50.0,0.0,38.46
boomlive_016,False,No_L2,20.0,100.0,0.0,50.0,0.0,15.0
boomlive_016,False,No_L3,20.0,100.0,0.0,50.0,0.0,42.67
boomlive_016,False,No_L4,20.0,100.0,0.0,50.0,0.0,30.0
boomlive_016,False,No_L5,20.0,100.0,0.0,50.0,0.0,35.56
boomlive_017,True,Full_System,20.0,100.0,0.0,50.0,0.0,32.0
boomlive_017,True,No_L1,20.0,100.0,0.0,50.0,0.0,38.46
boomlive_017,True,No_L2,20.0,100.0,0.0,50.0,0.0,15.0
boomlive_017,True,No_L3,20.0,100.0,0.0,50.0,0.0,42.67
boomlive_017,True,No_L4,20.0,100.0,0.0,50.0,0.0,30.0
boomlive_017,True,No_L5,20.0,100.0,0.0,50.0,0.0,35.56
boomlive_018,False,Full_System,76.88,100.0,100.0,70.0,100.0,88.91
boomlive_018,False,No_L1,76.88,100.0,100.0,70.0,100.0,95.38
boomlive_018,False,No_L2,76.88,100.0,100.0,70.0,100.0,86.13
boomlive_018,False,No_L3,76.88,100.0,100.0,70.0,100.0,85.21
boomlive_018,False,No_L4,76.88,100.0,100.0,70.0,100.0,91.01
boomlive_018,False,No_L5,76.88,100.0,100.0,70.0,100.0,87.67
boomlive_019,Misleading,Full_System,26.88,100.0,12.5,50.0,40.0,41.53
boomlive_019,Misleading,No_L1,26.88,100.0,12.5,50.0,40.0,49.42
boomlive_019,Misleading,No_L2,26.88,100.0,12.5,50.0,40.0,26.91
boomlive_019,Misleading,No_L3,26.88,100.0,12.5,50.0,40.0,51.21
boomlive_019,Misleading,No_L4,26.88,100.0,12.5,50.0,40.0,40.59
boomlive_019,Misleading,No_L5,26.88,100.0,12.5,50.0,40.0,41.7
boomlive_020,False,Full_System,20.0,100.0,0.0,50.0,0.0,32.0
boomlive_020,False,No_L1,20.0,100.0,0.0,50.0,0.0,38.46
boomlive_020,False,No_L2,20.0,100.0,0.0,50.0,0.0,15.0
boomlive_020,False,No_L3,20.0,100.0,0.0,50.0,0.0,42.67
boomlive_020,False,No_L4,20.0,100.0,0.0,50.0,0.0,30.0
boomlive_020,False,No_L5,20.0,100.0,0.0,50.0,0.0,35.56
boomlive_021,False,Full_System,82.5,100.0,100.0,50.0,100.0,88.88
boomlive_021,False,No_L1,82.5,100.0,100.0,50.0,100.0,92.31
boomlive_021,False,No_L2,82.5,100.0,100.0,50.0,100.0,86.09
boomlive_021,False,No_L3,82.5,100.0,100.0,50.0,100.0,85.17
boomlive_021,False,No_L4,82.5,100.0,100.0,50.0,100.0,93.19
boomlive_021,False,No_L5,82.5,100.0,100.0,50.0,100.0,87.64
boomlive_022,False,Full_System,20.0,100.0,0.0,50.0,0.0,32.0
boomlive_022,False,No_L1,20.0,100.0,0.0,50.0,0.0,38.46
boomlive_022,False,No_L2,20.0,100.0,0.0,50.0,0.0,15.0
boomlive_022,False,No_L3,20.0,100.0,0.0,50.0,0.0,42.67
boomlive_022,False,No_L4,20.0,100.0,0.0,50.0,0.0,30.0
boomlive_022,False,No_L5,20.0,100.0,0.0,50.0,0.0,35.56
boomlive_023,Unverifiable,Full_System,86.25,100.0,100.0,50.0,100.0,90.19
boomlive_023,Unverifiable,No_L1,86.25,100.0,100.0,50.0,100.0,92.31
boomlive_023,Unverifiable,No_L2,86.25,100.0,100.0,50.0,100.0,87.73
boomlive_023,Unverifiable,No_L3,86.25,100.0,100.0,50.0,100.0,86.92
boomlive_023,Unverifiable,No_L4,86.25,100.0,100.0,50.0,100.0,94.65
boomlive_023,Unverifiable,No_L5,86.25,100.0,100.0,50.0,100.0,89.1
manual_001,False,Full_System,87.5,100.0,100.0,50.0,100.0,90.62
manual_001,False,No_L1,87.5,100.0,100.0,50.0,100.0,92.31
manual_001,False,No_L2,87.5,100.0,100.0,50.0,100.0,88.28
manual_001,False,No_L3,87.5,100.0,100.0,50.0,100.0,87.5
manual_001,False,No_L4,87.5,100.0,100.0,50.0,100.0,95.14
manual_001,False,No_L5,87.5,100.0,100.0,50.0,100.0,89.58
manual_002,False,Full_System,90.0,100.0,100.0,70.0,100.0,93.5
manual_002,False,No_L1,90.0,100.0,100.0,70.0,100.0,95.38
manual_002,False,No_L2,90.0,100.0,100.0,70.0,100.0,91.88
manual_002,False,No_L3,90.0,100.0,100.0,70.0,100.0,91.33
manual_002,False,No_L4,90.0,100.0,100.0,70.0,100.0,96.11
manual_002,False,No_L5,90.0,100.0,100.0,70.0,100.0,92.78
manual_003,False,Full_System,64.38,100.0,75.0,30.0,100.0,74.28
manual_003,False,No_L1,64.38,100.0,75.0,30.0,100.0,79.62
manual_003,False,No_L2,64.38,100.0,75.0,30.0,100.0,67.85
manual_003,False,No_L3,64.38,100.0,75.0,30.0,100.0,74.04
manual_003,False,No_L4,64.38,100.0,75.0,30.0,100.0,79.2
manual_003,False,No_L5,64.38,100.0,75.0,30.0,100.0,71.42
manual_004,False,Full_System,75.0,100.0,100.0,50.0,100.0,86.25
manual_004,False,No_L1,75.0,100.0,100.0,50.0,100.0,92.31
manual_004,False,No_L2,75.0,100.0,100.0,50.0,100.0,82.81
manual_004,False,No_L3,75.0,100.0,100.0,50.0,100.0,81.67
manual_004,False,No_L4,75.0,100.0,100.0,50.0,100.0,90.28
manual_004,False,No_L5,75.0,100.0,100.0,50.0,100.0,84.72
manual_005,False,Full_System,65.0,100.0,75.0,30.0,100.0,74.5
manual_005,False,No_L1,65.0,100.0,75.0,30.0,100.0,79.62
manual_005,False,No_L2,65.0,100.0,75.0,30.0,100.0,68.12
manual_005,False,No_L3,65.0,100.0,75.0,30.0,100.0,74.33
manual_005,False,No_L4,65.0,100.0,75.0,30.0,100.0,79.44
manual_005,False,No_L5,65.0,100.0,75.0,30.0,100.0,71.67
manual_006,False,Full_System,47.5,100.0,50.0,50.0,100.0,64.12
manual_006,False,No_L1,47.5,100.0,50.0,50.0,100.0,73.08
manual_006,False,No_L2,47.5,100.0,50.0,50.0,100.0,55.16
manual_006,False,No_L3,47.5,100.0,50.0,50.0,100.0,68.83
manual_006,False,No_L4,47.5,100.0,50.0,50.0,100.0,65.69
manual_006,False,No_L5,47.5,100.0,50.0,50.0,100.0,60.14
manual_007,False,Full_System,68.12,100.0,87.5,50.0,100.0,80.72
manual_007,False,No_L1,68.12,100.0,87.5,50.0,100.0,87.5
manual_007,False,No_L2,68.12,100.0,87.5,50.0,100.0,75.9
manual_007,False,No_L3,68.12,100.0,87.5,50.0,100.0,78.46
manual_007,False,No_L4,68.12,100.0,87.5,50.0,100.0,84.13
manual_007,False,No_L5,68.12,100.0,87.5,50.0,100.0,78.58
manual_008,True,Full_System,77.5,100.0,87.5,85.0,100.0,87.5
manual_008,True,No_L1,77.5,100.0,87.5,85.0,100.0,92.88
manual_008,True,No_L2,77.5,100.0,87.5,85.0,100.0,84.38
manual_008,True,No_L3,77.5,100.0,87.5,85.0,100.0,87.5
manual_008,True,No_L4,77.5,100.0,87.5,85.0,100.0,87.78
manual_008,True,No_L5,77.5,100.0,87.5,85.0,100.0,86.11
manual_009,True,Full_System,82.5,100.0,100.0,85.0,100.0,92.38
manual_009,True,No_L1,82.5,100.0,100.0,85.0,100.0,97.69
manual_009,True,No_L2,82.5,100.0,100.0,85.0,100.0,90.47
manual_009,True,No_L3,82.5,100.0,100.0,85.0,100.0,89.83
manual_009,True,No_L4,82.5,100.0,100.0,85.0,100.0,93.19
manual_009,True,No_L5,82.5,100.0,100.0,85.0,100.0,91.53
manual_010,True,Full_System,75.0,100.0,87.5,85.0,100.0,86.62
manual_010,True,No_L1,75.0,100.0,87.5,85.0,100.0,92.88
manual_010,True,No_L2,75.0,100.0,87.5,85.0,100.0,83.28
manual_010,True,No_L3,75.0,100.0,87.5,85.0,100.0,86.33
manual_010,True,No_L4,75.0,100.0,87.5,85.0,100.0,86.81
manual_010,True,No_L5,75.0,100.0,87.5,85.0,100.0,85.14
manual_011,True,Full_System,88.12,100.0,100.0,85.0,100.0,94.34
manual_011,True,No_L1,88.12,100.0,100.0,85.0,100.0,97.69
manual_011,True,No_L2,88.12,100.0,100.0,85.0,100.0,92.93
manual_011,True,No_L3,88.12,100.0,100.0,85.0,100.0,92.46
manual_011,True,No_L4,88.12,100.0,100.0,85.0,100.0,95.38
manual_011,True,No_L5,88.12,100.0,100.0,85.0,100.0,93.72
manual_012,True,Full_System,84.38,100.0,100.0,85.0,100.0,93.03
manual_012,True,No_L1,84.38,100.0,100.0,85.0,100.0,97.69
manual_012,True,No_L2,84.38,100.0,100.0,85.0,100.0,91.29
manual_012,True,No_L3,84.38,100.0,100.0,85.0,100.0,90.71
manual_012,True,No_L4,84.38,100.0,100.0,85.0,100.0,93.92
manual_012,True,No_L5,84.38,100.0,100.0,85.0,100.0,92.26
manual_013,False,Full_System,90.0,100.0,87.5,50.0,100.0,88.38
manual_013,False,No_L1,90.0,100.0,87.5,50.0,100.0,87.5
manual_013,False,No_L2,90.0,100.0,87.5,50.0,100.0,85.47
manual_013,False,No_L3,90.0,100.0,87.5,50.0,100.0,88.67
manual_013,False,No_L4,90.0,100.0,87.5,50.0,100.0,92.64
manual_013,False,No_L5,90.0,100.0,87.5,50.0,100.0,87.08
manual_014,False,Full_System,81.25,100.0,87.5,30.0,100.0,83.31
manual_014,False,No_L1,81.25,100.0,87.5,30.0,100.0,84.42
manual_014,False,No_L2,81.25,100.0,87.5,30.0,100.0,79.14
manual_014,False,No_L3,81.25,100.0,87.5,30.0,100.0,81.92
manual_014,False,No_L4,81.25,100.0,87.5,30.0,100.0,89.24
manual_014,False,No_L5,81.25,100.0,87.5,30.0,100.0,81.46
manual_015,False,Full_System,90.0,100.0,100.0,30.0,100.0,89.5
manual_015,False,No_L1,90.0,100.0,100.0,30.0,100.0,89.23
manual_015,False,No_L2,90.0,100.0,100.0,30.0,100.0,86.88
manual_015,False,No_L3,90.0,100.0,100.0,30.0,100.0,86.0
manual_015,False,No_L4,90.0,100.0,100.0,30.0,100.0,96.11
manual_015,False,No_L5,90.0,100.0,100.0,30.0,100.0,88.33
manual_016,False,Full_System,83.75,100.0,87.5,50.0,100.0,86.19
manual_016,False,No_L1,83.75,100.0,87.5,50.0,100.0,87.5
manual_016,False,No_L2,83.75,100.0,87.5,50.0,100.0,82.73
manual_016,False,No_L3,83.75,100.0,87.5,50.0,100.0,85.75
manual_016,False,No_L4,83.75,100.0,87.5,50.0,100.0,90.21
manual_016,False,No_L5,83.75,100.0,87.5,50.0,100.0,84.65
manual_017,False,Full_System,93.12,100.0,100.0,50.0,100.0,92.59
manual_017,False,No_L1,93.12,100.0,100.0,50.0,100.0,92.31
manual_017,False,No_L2,93.12,100.0,100.0,50.0,100.0,90.74
manual_017,False,No_L3,93.12,100.0,100.0,50.0,100.0,90.12
manual_017,False,No_L4,93.12,100.0,100.0,50.0,100.0,97.33
manual_017,False,No_L5,93.12,100.0,100.0,50.0,100.0,91.77
manual_018,True,Full_System,92.5,100.0,100.0,65.0,100.0,93.88
manual_018,True,No_L1,92.5,100.0,100.0,65.0,100.0,94.62
manual_018,True,No_L2,92.5,100.0,100.0,65.0,100.0,92.34
manual_018,True,No_L3,92.5,100.0,100.0,65.0,100.0,91.83
manual_018,True,No_L4,92.5,100.0,100.0,65.0,100.0,97.08
manual_018,True,No_L5,92.5,100.0,100.0,65.0,100.0,93.19
manual_019,True,Full_System,100.0,100.0,100.0,65.0,100.0,96.5
manual_019,True,No_L1,100.0,100.0,100.0,65.0,100.0,94.62
manual_019,True,No_L2,100.0,100.0,100.0,65.0,100.0,95.62
manual_019,True,No_L3,100.0,100.0,100.0,65.0,100.0,95.33
manual_019,True,No_L4,100.0,100.0,100.0,65.0,100.0,100.0
manual_019,True,No_L5,100.0,100.0,100.0,65.0,100.0,96.11
manual_020,Misleading,Full_System,91.25,100.0,100.0,30.0,100.0,89.94
manual_020,Misleading,No_L1,91.25,100.0,100.0,30.0,100.0,89.23
manual_020,Misleading,No_L2,91.25,100.0,100.0,30.0,100.0,87.42
manual_020,Misleading,No_L3,91.25,100.0,100.0,30.0,100.0,86.58
manual_020,Misleading,No_L4,91.25,100.0,100.0,30.0,100.0,96.6
manual_020,Misleading,No_L5,91.25,100.0,100.0,30.0,100.0,88.82
manual_021,False,Full_System,100.0,100.0,100.0,50.0,100.0,95.0
manual_021,False,No_L1,100.0,100.0,100.0,50.0,100.0,92.31
manual_021,False,No_L2,100.0,100.0,100.0,50.0,100.0,93.75
manual_021,False,No_L3,100.0,100.0,100.0,50.0,100.0,93.33
manual_021,False,No_L4,100.0,100.0,100.0,50.0,100.0,100.0
manual_021,False,No_L5,100.0,100.0,100.0,50.0,100.0,94.44
manual_022,False,Full_System,20.0,100.0,0.0,50.0,0.0,32.0
manual_022,False,No_L1,20.0,100.0,0.0,50.0,0.0,38.46
manual_022,False,No_L2,20.0,100.0,0.0,50.0,0.0,15.0
manual_022,False,No_L3,20.0,100.0,0.0,50.0,0.0,42.67
manual_022,False,No_L4,20.0,100.0,0.0,50.0,0.0,30.0
manual_022,False,No_L5,20.0,100.0,0.0,50.0,0.0,35.56
manual_023,False,Full_System,28.75,100.0,12.5,50.0,40.0,42.19
manual_023,False,No_L1,28.75,100.0,12.5,50.0,40.0,49.42
manual_023,False,No_L2,28.75,100.0,12.5,50.0,40.0,27.73
manual_023,False,No_L3,28.75,100.0,12.5,50.0,40.0,52.08
manual_023,False,No_L4,28.75,100.0,12.5,50.0,40.0,41.32
manual_023,False,No_L5,28.75,100.0,12.5,50.0,40.0,42.43
manual_024,True,Full_System,82.5,100.0,87.5,65.0,100.0,87.25
manual_024,True,No_L1,82.5,100.0,87.5,65.0,100.0,89.81
manual_024,True,No_L2,82.5,100.0,87.5,65.0,100.0,84.06
manual_024,True,No_L3,82.5,100.0,87.5,65.0,100.0,87.17
manual_024,True,No_L4,82.5,100.0,87.5,65.0,100.0,89.72
manual_024,True,No_L5,82.5,100.0,87.5,65.0,100.0,85.83
manual_025,Misleading,Full_System,47.5,100.0,50.0,30.0,100.0,62.12
manual_025,Misleading,No_L1,47.5,100.0,50.0,30.0,100.0,70.0
manual_025,Misleading,No_L2,47.5,100.0,50.0,30.0,100.0,52.66
manual_025,Misleading,No_L3,47.5,100.0,50.0,30.0,100.0,66.17
manual_025,Misleading,No_L4,47.5,100.0,50.0,30.0,100.0,65.69
manual_025,Misleading,No_L5,47.5,100.0,50.0,30.0,100.0,57.92
manual_026,False,Full_System,78.12,100.0,100.0,50.0,100.0,87.34
manual_026,False,No_L1,78.12,100.0,100.0,50.0,100.0,92.31
manual_026,False,No_L2,78.12,100.0,100.0,50.0,100.0,84.18
manual_026,False,No_L3,78.12,100.0,100.0,50.0,100.0,83.12
manual_026,False,No_L4,78.12,100.0,100.0,50.0,100.0,91.49
manual_026,False,No_L5,78.12,100.0,100.0,50.0,100.0,85.94
manual_027,False,Full_System,75.0,100.0,100.0,50.0,100.0,86.25
manual_027,False,No_L1,75.0,100.0,100.0,50.0,100.0,92.31
manual_027,False,No_L2,75.0,100.0,100.0,50.0,100.0,82.81
manual_027,False,No_L3,75.0,100.0,100.0,50.0,100.0,81.67
manual_027,False,No_L4,75.0,100.0,100.0,50.0,100.0,90.28
manual_027,False,No_L5,75.0,100.0,100.0,50.0,100.0,84.72
